index,Rk,Player,Pos,Tm,Cap Hit
1838,1839,Jerrol Garcia-Williams,LB,DEN,300883
1839,,Hunter Sharp,WR,2TM,300883
1840,,Jaydon Mickens,WR,JAX,300883
1841,,Nathan Gerry,SS,PHI,300883
1842,,Elijah Wilkinson,OT,DEN,300883
1843,1844,Nick Rose,K,2TM,300882
1844,1845,Ray-Ray Armstrong,LB,2TM,294118
1845,1846,Freddie Martino,WR,TAM,289408
1846,1847,Nate Sudfeld,QB,PHI,285882
1847,,D.J. White,CB,IND,285882
1848,1849,Jace Billingsley,WR,DET,273530
1849,,Dan Skipper,OT,DET,273530
1850,,Kevin Snyder,LB,DEN,273530
1851,,Blake Jarwin,TE,DAL,273530
1852,1853,Elijah Hood,RB,OAK,273529
1853,1854,Joey Mbu,NT,IND,254120
1854,,Ben Braunecker,TE,CHI,254120
1855,1856,Max Tuerk,C,ARI,254118
1856,1857,Zach Vigil,ILB,WAS,253235
1857,1858,Terrence Magee,RB,ATL,253232
1858,,Deiontrez Mount,OLB,DEN,253232
1859,1860,Derek Hart,LS,GNB,246177
1860,,Donatello Brown,CB,GNB,246177
1861,,Marshall Koehn,K,CIN,246177
1862,,Darrell Williams,OL,SFO,246177
1863,,Bryson Albright,LB,ARI,246177
1864,1865,Demetrius Rhaney,C,WAS,243529
1865,,Cairo Santos,K,2TM,243529
1866,,Fitzgerald Toussaint,RB,PIT,243529
1867,1868,Mike Nugent,K,2TM,235294
1868,1869,Tim Barnes,C,SFO,227941
1869,,Datone Jones,DE,2TM,227941
1870,,Chris Prosinski,DB,CHI,227941
1871,1872,Byron Marshall,RB,WAS,222353
1872,,Joe Kerridge,FB,GNB,222353
1873,,Vinston Painter,OT,ARI,222353
1874,,Kalif Raymond,WR,2TM,222353
1875,1876,Daniel Ross,DT,DAL,218824
1876,,Zach Sterup,OL,MIA,218824
1877,,Josh Tupou,DT,CIN,218824
1878,,Johnny Mundt,TE,LAR,218824
1879,,Jojo Natson,WR,NYJ,218824
1880,,Joseph Jones,OLB,DEN,218824
1881,,Brandon Banks,DL,WAS,218824
1882,,Darius Hillary,CB,CLE,218824
1883,,Brandon Wilson,CB,CIN,218824
1884,,Chunky Clements,DT,HOU,218824
1885,,Maurice Harris,WR,WAS,218824
1886,,Lewis Neal,DE,DAL,218824
1887,,Josh Forrest,ILB,SEA,218824
1888,1889,Dexter McDougle,CB,2TM,217059
1889,,Howard Jones,LB,CHI,217059
1890,,Neville Hewitt,LB,MIA,217059
1891,1892,Orson Charles,TE,KAN,202940
1892,1893,Austin Traylor,TE,DEN,191471
1893,,Colin Holba,LS,JAX,191471
1894,,Larry Pinkard,WR,JAX,191471
1895,1896,Cobi Hamilton,WR,HOU,190590
1896,1897,Christian Ringo,DE,DET,190588
1897,1898,Spencer Paysinger,LB,CAR,182353
1898,1899,Bradley Marquez,WR,DET,180882
1899,1900,Khalif Barnes,T,ARI,176471
1900,1901,Eric Lee,LB,NWE,164118
1901,,Justin Currie,S,CLE,164118
1902,,David Moore,WR,SEA,164118
1903,,Pete Robertson,LB,WAS,164118
1904,,LeShun Daniels,RB,WAS,164118
1905,,Jason Vander Laan,TE,IND,164118
1906,,Kevin Peterson,CB,LAR,164118
1907,1908,Brandon Dixon,CB,NYG,158825
1908,,Gabe Martin,LB,ARI,158825
1909,,Carlos Thompson,LB,LAR,158825
1910,,Bronson Hill,RB,ARI,158825
1911,1912,Bryan Braman,LB,PHI,158824
1912,,Nicholas Grigsby,LB,NWE,158824
1913,,Anthony Fabiano,OL,IND,158824
1914,1915,MyCole Pruitt,TE,HOU,144706
1915,,Anthony Johnson,DT,IND,144706
1916,,Cameron Lynch,LB,2TM,144706
1917,1918,K.J. Brent,WR,IND,136765
1918,,Garrett Griffin,TE,NOR,136765
1919,,Pat O'Connor,DE,TAM,136765
1920,,LaTroy Lewis,LB,HOU,136765
1921,,Travis Coons,K,LAC,136765
1922,,Lavar Edwards,DE,CLE,136765
1923,,Bernard Reedy,WR,2TM,136765
1924,,Marcus Rios,CB,DEN,136765
1925,,Mike Liedtke,OL,TAM,136765
1926,,Cameron Malveaux,DE,MIA,136765
1927,,Carroll Phillips,OLB,JAX,136765
1928,,Gimel President,DE,HOU,136765
1929,,De'Veon Smith,RB,MIA,136765
1930,,Michael Clark,WR,GNB,136765
1931,,Arthur Maulet,CB,NOR,136765
1932,,Isaac Whitney,WR,OAK,136765
1933,,Chad Slade,G,HOU,136765
1934,,Jesus Wilson,WR,TAM,136765
1935,,Rodney Coe,DT,SEA,136765
1936,,Jeremy McNichols,RB,SFO,136765
1937,1938,Stanley Jean-Baptiste,CB,BAL,127060
1938,1939,Darius Powe,WR,NYG,127059
1939,1940,Keith Reaser,CB,2TM,121765
1940,1941,Nordly Capi,LB,2TM,109412
1941,,Rashaad Coward,DT,CHI,109412
1942,,DeAndrew White,WR,HOU,109412
1943,,Justin Hamilton,DT,2TM,109412
1944,,Robert Davis,WR,WAS,109412
1945,1946,Taylor Heinicke,QB,HOU,108529
1946,,Isaiah Johnson,DB,LAR,108529
1947,1948,Kapri Bibbs,RB,WAS,108528
1948,1949,John Phillips,TE,NOR,105882
1949,1950,Kyle Carter,TE,MIN,100800
1950,1951,C.J. Smith,CB,CLE,95294
1951,,Tyvis Powell,FS,SFO,95294
1952,,Gabe Holmes,TE,ARI,95294
1953,,Paul Dawson,OLB,SEA,95294
1954,,Matt Hazel,WR,IND,95294
1955,1956,Cameron Lee,G,CHI,93600
1956,1957,Ryan Murphy,FS,NYG,82059
1957,,Riley Bullough,ILB,TAM,82059
1958,,Matt LaCosse,TE,2TM,82059
1959,,Isaac Rochell,DE,LAC,82059
1960,,Kache Palacio,LB,SEA,82059
1961,,Otha Peters,LB,WAS,82059
1962,,Breon Borders,CB,BUF,82059
1963,,Brandon Bell,OLB,CIN,82059
1964,,Leon McQuay,S,KAN,82059
1965,,Jarveon Williams,HB,CIN,82059
1966,,Dymonte Thomas,SS,DEN,82059
1967,1968,Caraun Reid,DT,DET,81176
1968,1969,David Quessenberry,OT,HOU,72353
1969,,Ronald Martin,SS,IND,72353
1970,,James Stone,C,OAK,72353
1971,1972,Michael Hunter,CB,NYG,63529
1972,,Channing Ward,DE,TAM,63529
1973,1974,Tony McDaniel,DT,2TM,58824
1974,,James Harrison,LB,2TM,58824
1975,1976,Kent Perkins,OT,CIN,54706
1976,,Mose Frazier,WR,CAR,54706
1977,,Sam Ficken,K,LAR,54706
1978,,Fish Smithson,S,WAS,54706
1979,,Pharaoh Brown,TE,OAK,54706
1980,,Andy Jones,WR,2TM,54706
1981,,Brett Boyko,T,LAC,54706
1982,,Dare Ogunbowale,RB,WAS,54706
1983,,Reggie Gilbert,LB,GNB,54706
1984,,Brady Sheldon,LB,OAK,54706
1985,,Ryan Malleck,TE,HOU,54706
1986,,David Rivers,CB,TAM,54706
1987,1988,Krishawn Hogan,WR,IND,38294
1988,1989,Marcus Murphy,RB,BUF,36176
1989,,Edmond Robinson,OLB,NYJ,36176
1990,1991,Hakeem Valles,TE,DET,31765
1991,,Marquis Bundy,WR,NYG,31765
1992,1993,Jeff Overbaugh,LS,MIN,27353
1993,,Quincy Adeboyejo,WR,BAL,27353
1994,,Derrick Mathews,LB,NYG,27353
1995,,Rickey Hatley,DT,BUF,27353
1996,,Emanuel Byrd,TE,GNB,27353
1997,,Aaron Neary,C,LAR,27353
1998,,Garrett Sickels,DE,LAR,27353
